月份,GPR_全球综合,GPRT_威胁,GPRA_行动,GPRC_SAU_沙特,GPRC_RUS_俄罗斯,GPRC_USA_美国,GPRC_CHN_中国,数据下载日期,来源URL,GPR_历史标准分,GPR_历史分位数
2008-02-01,80.75146484375,72.52851104736328,86.75279235839844,0.0635707676410675,0.3814246356487274,1.7704459428787231,0.28606846928596497,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.46583219281865673,0.2661290322580645
2008-03-01,77.63613891601562,72.02967834472656,83.48439025878906,0.099089615046978,0.291075736284256,1.6349786520004272,0.343717098236084,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.5314056024146622,0.21370967741935484
2008-04-01,71.9048080444336,69.45796966552734,69.99274444580078,0.07600709050893784,0.2818596363067627,1.6309856176376343,0.29452750086784363,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.652042388256777,0.14112903225806453
2008-05-01,72.57379913330078,70.67774963378906,74.78978729248047,0.2045489251613617,0.3449854850769043,1.6150206327438354,0.3968859612941742,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.637961028006208,0.14717741935483872
2008-06-01,87.54842376708984,88.88606262207031,80.34490203857422,0.10438413172960281,0.3262004256248474,1.856080412864685,0.37186846137046814,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.32276537354317775,0.4012096774193548
2008-07-01,89.73957061767578,84.3224868774414,88.16068267822266,0.0660523772239685,0.5350242853164673,2.0377159118652344,0.45245879888534546,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.27664468721647895,0.44556451612903225
2008-08-01,88.55410766601562,75.76971435546875,105.06571197509766,0.06339884549379349,1.124495267868042,1.955353856086731,0.3737195134162903,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.30159708368904764,0.41935483870967744
2008-09-01,88.54255676269531,82.01426696777344,94.46100616455078,0.04881858825683594,0.8331705927848816,2.0341079235076904,0.38403958082199097,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.3018402146269324,0.4173387096774194
2008-10-01,64.15979766845703,53.11738967895508,75.28266143798828,0.09372071176767349,0.4154951572418213,1.380818486213684,0.34989064931869507,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.8150644121124222,0.08669354838709678
2008-11-01,79.08097076416016,68.30364990234375,95.14356231689453,0.15542641282081604,0.47303688526153564,1.7603729963302612,0.3007163107395172,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.5009938404438572,0.2318548387096774
2008-12-01,92.3664321899414,83.84313201904297,109.21497344970703,0.13050448894500732,0.38032737374305725,1.924009084701538,0.2908385992050171,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.22135279358291254,0.4879032258064516
2009-01-01,85.36947631835938,86.31317138671875,89.7125473022461,0.21078820526599884,0.321365624666214,1.7657831907272339,0.24879920482635498,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.3686292789123615,0.36088709677419356
2009-02-01,67.45267486572266,64.77291107177734,64.58635711669922,0.08649218082427979,0.36477136611938477,1.58318293094635,0.31212395429611206,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.7457537877301197,0.10483870967741936
2009-03-01,72.64462280273438,69.17710876464844,74.83297729492188,0.08326972275972366,0.3192006051540375,1.637637972831726,0.2463396042585373,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.6364702852741181,0.14919354838709678
2009-04-01,85.6884994506836,84.48536682128906,83.98128509521484,0.09759976714849472,0.60005784034729,1.995373010635376,0.5855985879898071,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.36191427219660827,0.36693548387096775
