窗口起始,窗口终止,日收益波动率,实现波动率_46日,最大单日绝对收益,平均绝对日收益,累计收益率,价格区间比例,朴素上一日基准_RMSE
2022-01-19,2022-03-23,0.04018515385681841,0.27254897387960153,0.1404070874875753,0.02806673624207344,0.35428176795580124,0.4966620626151014,4.4372251905108815
2022-01-20,2022-03-24,0.040460259549953505,0.27441483147068013,0.1404070874875753,0.028598541844657863,0.3222568362755278,0.4978654667128188,4.453137633467966
2022-01-21,2022-03-25,0.04050508848841893,0.27471887612414586,0.1404070874875753,0.028924486128083363,0.34179395888365693,0.495578270357184,4.465152025261361
2022-01-24,2022-03-28,0.04296859761317228,0.2914272079246632,0.1404070874875753,0.03076860397489821,0.2349397590361446,0.49988415199258585,4.712660330567474
2022-01-25,2022-03-29,0.04301063110146398,0.2917122929125993,0.1404070874875753,0.030973580439038022,0.24638346727898974,0.48645235361653283,4.720217386298329
2022-01-26,2022-03-30,0.0430545008943297,0.29200983232410604,0.1404070874875753,0.031105638039509564,0.253812267028126,0.4624421100192025,4.732510134581123
2022-01-27,2022-03-31,0.0437959195175881,0.2970383780826789,0.1404070874875753,0.032115700029328495,0.1886813681368138,0.45668316831683176,4.793164516992558
2022-01-28,2022-04-01,0.04383073528219975,0.29727451008688993,0.1404070874875753,0.03230581525732446,0.17855535553555368,0.45668316831683176,4.794723322479663
2022-01-31,2022-04-04,0.044007323492450165,0.29847218959993776,0.1404070874875753,0.032873440760068325,0.20904713917814366,0.44989362893293017,4.818316501958279
2022-02-01,2022-04-05,0.044166901629710986,0.2995545011849331,0.1404070874875753,0.033346916324721684,0.18355918915892033,0.449994400268787,4.830196683366008
2022-02-02,2022-04-06,0.04461050564604695,0.30256317000556326,0.1404070874875753,0.03419847863016317,0.13778822475934627,0.4491828967987463,4.866698505951039
2022-02-03,2022-04-07,0.04454845194868139,0.30214230135335707,0.1404070874875753,0.033824805492267525,0.11353903590644565,0.4341715164159437,4.870380531512822
2022-02-04,2022-04-08,0.04451678991720101,0.30192755900792106,0.1404070874875753,0.03368966351888955,0.10678772157371386,0.42736705577172496,4.886714464839291
2022-02-07,2022-04-11,0.04477141039006237,0.30365447907532617,0.1404070874875753,0.03425857167007548,0.06885422270037656,0.42538999462076377,4.9142912709415345
2022-02-08,2022-04-12,0.045349072578882474,0.30757237465867854,0.1404070874875753,0.03507974055154517,0.14903635567236106,0.4329829172141918,4.946415918094899
2022-02-09,2022-04-13,0.04551987991774953,0.3087308463944144,0.1404070874875753,0.03562670255532318,0.1776688453159041,0.4307189542483659,4.962772060223915
2022-02-10,2022-04-14,0.0455440025401159,0.30889445397936144,0.1404070874875753,0.03590674058455264,0.2017495899398578,0.43236741388737004,4.969280850778413
2022-02-11,2022-04-18,0.045269284274052815,0.3070312240465296,0.1404070874875753,0.03537018739866914,0.17308096740273404,0.4157728706624605,4.9750370328532085
2022-02-14,2022-04-19,0.0457479957663597,0.3102780033540692,0.1404070874875753,0.03611888361946516,0.11653625456442351,0.4125195618153364,4.99093700360093
2022-02-15,2022-04-20,0.04509858192881701,0.305873464412247,0.1404070874875753,0.03508940177138941,0.16947852760736204,0.4331726555652935,4.989870609109235
2022-02-16,2022-04-21,0.04504497140443951,0.3055098601453504,0.1404070874875753,0.0350991422440431,0.20538196374958306,0.4396753030134548,4.95014887786655
2022-02-17,2022-04-22,0.045243460817341,0.3068560808418051,0.1404070874875753,0.03546354190113263,0.16547238452210355,0.42729577775327976,4.9619042189728795
2022-02-18,2022-04-25,0.0455392149436616,0.30886198292038236,0.1404070874875753,0.03600853823165263,0.12013129102844622,0.4165207877461706,4.984955409507953
2022-02-21,2022-04-26,0.0453526672616081,0.3075967549831084,0.1404070874875753,0.035709810660348486,0.10517441247760573,0.3792812730530087,4.997420856541032
2022-02-22,2022-04-27,0.0452794483458681,0.307100160135553,0.1404070874875753,0.035391954084731635,0.1225930680359435,0.3850021394950791,4.970868833164052
2022-02-23,2022-04-28,0.045330393648300174,0.30744568798773747,0.1404070874875753,0.03555368103823309,0.13079277947851797,0.36852105985432276,4.9769097274094305
2022-02-24,2022-04-29,0.04534415607712322,0.30753902932138466,0.1404070874875753,0.03550001911972682,0.106267598289707,0.3640629888413807,4.975859331508129
2022-02-25,2022-05-02,0.04531270442113013,0.3073257138119238,0.1404070874875753,0.0355140558289124,0.1383248730964466,0.36918358714043986,4.978235456551806
2022-02-28,2022-05-03,0.045098859966489775,0.30587535015549144,0.1404070874875753,0.035046561695797375,0.07969832857725234,0.346106807990216,4.980682684130761
2022-03-01,2022-05-04,0.04336422908371648,0.29411051110960307,0.1404070874875753,0.033866816538433486,0.023873664653971227,0.315466790524849,4.992986385268667
2022-03-02,2022-05-05,0.04237938984677205,0.2874310064243166,0.1404070874875753,0.03265689085405644,-0.030382399161864915,0.29649030906233625,4.792795090822129
2022-03-03,2022-05-06,0.04212950838260762,0.285736227877687,0.1404070874875753,0.03227490225164077,0.0251720391162622,0.30749728359290107,4.694710714799387
2022-03-04,2022-05-09,0.04228978159766579,0.2868232537096679,0.1404070874875753,0.03241620179778421,-0.10842863193562047,0.2876747141041931,4.801641702946843
2022-03-07,2022-05-10,0.041737002801907355,0.28307412550915956,0.1404070874875753,0.03204158418187269,-0.1830827369944521,0.2730562032644528,4.69961954981927
2022-03-08,2022-05-11,0.04219313333741265,0.2861677533163361,0.1404070874875753,0.032404964869602676,-0.16961458252877115,0.2623001467521433,4.688007827564321
2022-03-09,2022-05-12,0.036860456017137,0.24999977603669848,0.09163637499731295,0.02936939282326464,-0.04079637365567512,0.19687138920984792,4.627703205319215
2022-03-10,2022-05-13,0.03687115476880942,0.25007233850094834,0.09163637499731295,0.029371077259499057,0.01868474079501725,0.2028759846125663,3.924193907809215
2022-03-11,2022-05-16,0.03703239658799223,0.2511659337257256,0.09163637499731295,0.029786713404760207,0.05096774193548392,0.20414746543778794,3.9153402317595316
2022-03-14,2022-05-17,0.03637199618401682,0.24668688026497512,0.09163637499731295,0.02923452338534258,0.07740993184031164,0.2156767283349561,3.945655012575336
2022-03-15,2022-05-18,0.035471598813989154,0.24058008818550933,0.09163637499731295,0.028574249115904955,0.1099026310337683,0.22943857468406867,3.886282732671528
2022-03-16,2022-05-19,0.0354775170676103,0.24062022773449177,0.09163637499731295,0.028706090522245892,0.14071824939796884,0.23191288870275353,3.787970949339961
2022-03-17,2022-05-20,0.03331190124419215,0.22593230660339234,0.09163637499731295,0.02710605465994101,0.061471861471861455,0.17614237614237616,3.7904700293602467
2022-03-18,2022-05-23,0.03326188363123777,0.2255930706473675,0.09163637499731295,0.026894679855311646,0.0514231499051232,0.173719165085389,3.5810773822121345
2022-03-21,2022-05-24,0.03184581760406665,0.21598884357319972,0.09163637499731295,0.025489968102341356,-0.012982393739996434,0.16281344478036638,3.574788531295001
2022-03-22,2022-05-25,0.031788742552662085,0.21560174174077013,0.09163637499731295,0.02528743122570689,0.0052285224916615025,0.16505904624537998,3.420703271195154
