窗口编号,窗口起始,窗口终止,交易日数,累计收益率,窗口最高收盘价,窗口最低收盘价,价格区间比例,实现波动率,平均绝对日收益率,最大单日上涨,最大单日下跌,最大单日绝对收益,是否冲突窗口,朴素上一日基准_RMSE,朴素上一日基准_MAE,朴素上一日基准_MAPE,三日均值基准_RMSE,三日均值基准_MAE,三日均值基准_MAPE,漂移随机游走基准_RMSE,漂移随机游走基准_MAE,漂移随机游走基准_MAPE,实现波动率_历史标准分,平均绝对日收益率_历史标准分,最大单日绝对收益_历史标准分,价格区间比例_历史标准分,朴素上一日基准_RMSE_历史标准分,历史压力综合分
940,2021-04-27,2021-06-29,46,0.14577259475218662,75.31,64.99,0.14687346272009216,0.09312895192587568,0.010907759357402305,0.0270469997044042,-0.029596151042426,0.029596151042426,False,0.9628535488441317,0.7534782608695645,1.0874428324331764,1.1371638166481206,0.8950724637681156,1.2866124248556303,1.0535373876488254,0.7896847826086958,1.1416839075497254,-0.6831022966536164,-0.6999470107973534,-0.8297500780988578,-0.4261604322924261,-0.7019172119070545,-0.6768690792596461
941,2021-04-28,2021-06-30,46,0.12982296867907395,75.31,64.99,0.14648461004397142,0.09249409748077525,0.01060086968423981,0.0270469997044042,-0.029596151042426,0.029596151042426,False,0.9532507311939176,0.7334782608695645,1.0571810681723204,1.1091529877530621,0.8569927536231872,1.2294201794586106,1.0690132355145614,0.7941702898550723,1.147023860694044,-0.6917152482152711,-0.7403958824294543,-0.8297500780988578,-0.42922256237079526,-0.7143184475548368,-0.6908149926154414
942,2021-04-29,2021-07-01,46,0.1366506313890561,75.61,64.99,0.1503212465844473,0.09293460298213804,0.01073309673644866,0.0270469997044042,-0.029596151042426,0.029596151042426,False,0.9611847309214401,0.7445652173913038,1.0701549739848337,1.118596105114268,0.8767391304347817,1.254717914448295,1.0416776002324735,0.7894891304347824,1.1360598263389343,-0.6857389924370195,-0.7229680067829025,-0.8297500780988578,-0.39900988576647295,-0.7040723506451185,-0.6790661846017596
943,2021-04-30,2021-07-02,46,0.11687738900323441,75.97,64.99,0.1550376175259916,0.09084705294043795,0.010346393819568683,0.0270469997044042,-0.029596151042426,0.029596151042426,False,0.9368993728157834,0.7197826086956516,1.032516658989073,1.1212308841858458,0.8767391304347819,1.2519477931417549,1.0264441602593068,0.7612717391304349,1.0935904774004481,-0.7140603935557416,-0.7739364752994532,-0.8297500780988578,-0.36186949248198746,-0.7354348589868563,-0.6969280031455442
944,2021-05-03,2021-07-05,46,0.13349014995589537,77.1,64.99,0.17043552754363692,0.08776715239534998,0.01016478143406608,0.0270469997044042,-0.029596151042426,0.029596151042426,False,0.9064934830337217,0.6913043478260863,0.985048884515486,1.1024431585684564,0.8558695652173902,1.2141632855756879,0.9951140322586479,0.7257101449275356,1.0362897997429452,-0.7558448284199566,-0.7978734686570133,-0.8297500780988578,-0.24061430689490765,-0.774701521960451,-0.6997844040518622
945,2021-05-04,2021-07-06,46,0.1015877683034403,77.1,64.99,0.17005726985212413,0.0918800841241222,0.010377451730125626,0.0270469997044042,-0.029596151042426,0.029596151042426,False,0.9462844962410012,0.7228260869565208,1.025177232834501,1.1131359117246253,0.8759057971014481,1.2398327260763253,1.0449565592639667,0.7589166666666658,1.0772196396385019,-0.7000454526264965,-0.7698429604400794,-0.8297500780988578,-0.24359300377854726,-0.7233147572189078,-0.6715669321479497
946,2021-05-05,2021-07-07,46,0.07821229050279332,77.1,64.99,0.16985763377515958,0.0913945645341798,0.010250773587670637,0.0265473527218493,-0.029596151042426,0.029596151042426,False,0.9435755309505937,0.716521739130434,1.0133178603364452,1.158450494543973,0.889456521739129,1.2546073957424073,1.0398342445018074,0.7427681159420283,1.05092881435974,-0.7066324061284868,-0.7865394750863761,-0.8297500780988578,-0.24516509437619802,-0.7268131592662754,-0.6782133274431112
947,2021-05-06,2021-07-08,46,0.11905478627332933,77.1,64.99,0.16955776670512,0.09096348395681932,0.01025608552495794,0.0265473527218493,-0.029596151042426,0.029596151042426,False,0.9891509314646527,0.7610869565217383,1.0760273631121646,1.2028169432768288,0.9630434782608682,1.3604517402205247,1.1137931373364511,0.8123659420289854,1.1499220794218536,-0.7124807957249217,-0.7858393476847672,-0.8297500780988578,-0.24752648220009343,-0.6679563422252581,-0.6755860582261263
948,2021-05-07,2021-07-09,46,0.10691271236086708,77.1,64.99,0.16918184938059389,0.09190820861435609,0.010530099548246833,0.0265473527218493,-0.029596151042426,0.029596151042426,False,0.9683536005262605,0.747826086956521,1.0528236345336361,1.17877005928086,0.9224275362318832,1.2967259148770198,1.0796272079808649,0.7844492753623185,1.1042006910015156,-0.6996638929257648,-0.7497235737677371,-0.8297500780988578,-0.2504867492037697,-0.6948143552800164,-0.6654391473552778
949,2021-05-10,2021-07-12,46,0.10150871539475625,77.1,64.99,0.16882652442720333,0.09216070930362394,0.010636215403855166,0.0265473527218493,-0.029596151042426,0.029596151042426,False,0.969971985252106,0.7558695652173902,1.0634904046783527,1.1843990149312207,0.9392391304347814,1.3190698036447548,1.0852003632981386,0.7913550724637675,1.1134790615983736,-0.6962382632830451,-0.7357372229811491,-0.8297500780988578,-0.2532848557726299,-0.6927243467965654,-0.6612667180531678
950,2021-05-11,2021-07-13,46,0.11917326297273512,77.1,64.99,0.16841156926351306,0.09301084252267472,0.010952740775105815,0.0265473527218493,-0.029596151042426,0.029596151042426,False,0.9846528852076881,0.7797826086956511,1.0946410364044243,1.1995418056400784,0.9659057971014487,1.3537400404411377,1.1188363350218895,0.8318152173913033,1.1676104646929282,-0.6847046648446194,-0.6940183408236466,-0.8297500780988578,-0.25655253725186455,-0.6737651926709395,-0.6465695315416986
951,2021-05-12,2021-07-14,46,0.08579752367079396,77.1,64.99,0.1681122156433146,0.09651651770389377,0.011331077239591937,0.0265473527218493,-0.029596151042426,0.029596151042426,False,1.018204942213415,0.8097826086956507,1.133811924075518,1.2145132073871705,0.9817028985507237,1.3740104271690903,1.1617279881617102,0.8695978260869548,1.2170376603456907,-0.6371438250966078,-0.6441525928887558,-0.8297500780988578,-0.2589098817701616,-0.6304355179283846,-0.616293084461484
952,2021-05-13,2021-07-15,46,0.06217391304347841,77.1,64.99,0.16789484946849073,0.09820280011208815,0.011584798867523022,0.0265473527218493,-0.029596151042426,0.029596151042426,False,1.0334629418483814,0.8293478260869551,1.1598620741771035,1.2595034151033506,1.0274999999999992,1.4367359782449625,1.1465396829439494,0.8773586956521725,1.2253242329396563,-0.614266346938995,-0.610711410418474,-0.8297500780988578,-0.2606215930243785,-0.6107310878455353,-0.5996439270522271
953,2021-05-14,2021-07-16,46,0.09321401938851603,77.1,64.99,0.16757917789757415,0.09342582124129326,0.010973398317464354,0.0265473527218493,-0.029596151042426,0.029596151042426,False,0.9926654938138493,0.7871739130434766,1.096935229826679,1.274955431635555,1.0449999999999995,1.4576546339785126,1.1796559344962685,0.8826485507246361,1.232440962083363,-0.679074726155266,-0.6912956220352148,-0.8297500780988578,-0.2631074378482664,-0.6634175789706797,-0.6443354736512853
954,2021-05-17,2021-07-19,46,-0.0011622838878395658,77.1,64.99,0.16758321099371856,0.11100120938046543,0.011745709559379189,0.0256962609632251,-0.0620736698499317,0.0620736698499317,False,1.1689999442109542,0.8473913043478243,1.1845895812992588,1.4327330433231271,1.1062681159420276,1.547219974548254,1.2487589588059254,0.8895942028985486,1.24123932099234,-0.4406327212386554,-0.5895029551060128,-0.019034676050511415,-0.26307567809509724,-0.4356963879775428,-0.36323793476533406
955,2021-05-18,2021-07-20,46,-0.022701149425287337,77.1,64.99,0.16766290443942813,0.11090548688299935,0.01173334432889496,0.0256962609632251,-0.0620736698499317,0.0620736698499317,False,1.1684419205673542,0.8465217391304332,1.183869840464002,1.5396182827317082,1.1815579710144914,1.658426121479709,1.2854870512522447,0.8901231884057954,1.241849153581823,-0.44193137046510206,-0.5911327252296008,-0.019034676050511415,-0.26244810957842746,-0.4364170288304037,-0.36400188765301983
956,2021-05-19,2021-07-21,46,0.04417553579238964,77.1,64.99,0.1675101412406443,0.12131330720822334,0.012568433804151458,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.2746841040890837,0.9028260869565206,1.261130950089978,1.5059163716347217,1.1686594202898544,1.6358066763434855,1.5209928592132749,1.0152681159420278,1.420130188096578,-0.3007304180020888,-0.4810657208958213,-0.019034676050511415,-0.2636510864758234,-0.2992141367648106,-0.2816177467630844
957,2021-05-20,2021-07-22,46,0.09675480769230771,77.1,64.99,0.1671863792291047,0.11846424142530305,0.012343916624817727,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.2556411838613346,0.8886956521739117,1.2359251055511038,1.5412321165866176,1.1974275362318834,1.6679961345617766,1.4322146883925388,0.96730072463768,1.3427783128160704,-0.3393831608058004,-0.5106576797013653,-0.019034676050511415,-0.2662006417563968,-0.3238064751563421,-0.30346401048981697
958,2021-05-21,2021-07-23,46,0.1287890444683799,77.1,66.66,0.1437697958890412,0.11556192645782927,0.011938346330572064,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.2352600500721884,0.8623913043478246,1.194076722359951,1.5890004795954555,1.239601449275362,1.7223612361141627,1.440779127822539,0.9885289855072452,1.3700658471919365,-0.3787583253406607,-0.5641129185195513,-0.019034676050511415,-0.4506011321775588,-0.35012700441085143,-0.36050304126508353
959,2021-05-24,2021-07-26,46,0.10966096609660969,77.1,68.02,0.12476812092064579,0.11341551898071477,0.011560496268856697,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.2138073409192922,0.839347826086955,1.1575421162804789,1.541021623770263,1.1953260869565212,1.6531184934412837,1.3951999832846478,0.916460144927535,1.2621069637570619,-0.4078782342814195,-0.6139145572811583,-0.019034676050511415,-0.600235181351623,-0.3778313836023557,-0.4079316036320826
960,2021-05-25,2021-07-27,46,0.07927453561503595,77.1,68.02,0.12456644209634751,0.11106894021270215,0.011055732218793739,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.1876300844081464,0.8060869565217372,1.1084733884599975,1.5101086917402886,1.1344202898550717,1.5633444021628529,1.378898822233348,0.8988586956521722,1.233471476957089,-0.43971382970093736,-0.6804437958022774,-0.019034676050511415,-0.6018233581393331,-0.41163712046334083,-0.43704457864630936
961,2021-05-26,2021-07-28,46,0.0796201607012419,77.1,68.02,0.12436430332408321,0.11106798189998263,0.011062702067763138,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.1876822514607093,0.8067391304347807,1.109168522517299,1.5095356325992961,1.1345652173913037,1.5631309963178908,1.3887121203693953,0.9241195652173895,1.2678948473060991,-0.439726830950433,-0.6795251512504646,-0.019034676050511415,-0.603415156917035,-0.41156975107911975,-0.43707756260740754
962,2021-05-27,2021-07-29,46,0.08953268306886009,77.1,68.02,0.12413698817417457,0.11158561276891267,0.011262999520675917,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.1952178262450364,0.8219565217391286,1.1288775875390111,1.5142872719629459,1.143840579710144,1.5742086381905198,1.387793085205063,0.9205507246376792,1.261547554337706,-0.43270422973007555,-0.6531254165262013,-0.019034676050511415,-0.6052052141817769,-0.40183818665231397,-0.4280022778912842
963,2021-05-28,2021-07-30,46,0.08683716225978921,77.1,68.02,0.12391564906784386,0.11148642803124287,0.011208809423774757,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.1940714056282928,0.8189130434782591,1.1235264631741022,1.5195290913372754,1.1547463768115933,1.5873741659178586,1.388614430587462,0.9161123188405781,1.2549967570792293,-0.4340498505220514,-0.6602678148047041,-0.019034676050511415,-0.6069482114057542,-0.40331869297218514,-0.4305443721929832
964,2021-05-31,2021-08-02,46,0.061141698058533755,77.1,68.02,0.12376070402085987,0.11492356541483972,0.011721364173081327,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.228921407611957,0.8578260869565201,1.176312511347139,1.5338261652853655,1.1831884057971,1.6260058461973452,1.435102528992197,0.9772210144927519,1.3386110385802599,-0.38741885026026884,-0.5927117414918445,-0.019034676050511415,-0.608168369882217,-0.35831283087342264,-0.3960037509024595
965,2021-06-01,2021-08-03,46,0.04059890584509085,77.1,68.02,0.12365737834989281,0.11568606105740221,0.011867725644851994,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.2353436416817285,0.8691304347826069,1.1914149054614578,1.5547591927186,1.2082246376811594,1.6597959710942407,1.4425502109497277,0.9975072463768098,1.3663661564259972,-0.3770742144369747,-0.5734209119160887,-0.019034676050511415,-0.6089820370224109,-0.35001905284019336,-0.38753035284059667
966,2021-06-02,2021-08-04,46,-0.004530652697154136,77.1,68.02,0.12366909456978738,0.11790602553609447,0.012094049385907689,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.2572520068369941,0.886521739130433,1.2163139817155522,1.6071416889038002,1.2306159420289844,1.6922593638246688,1.4479645936182186,0.9940688405797072,1.3619323201986497,-0.3469563714083329,-0.5435908434914292,-0.019034676050511415,-0.60888977434416,-0.32172623204065925,-0.3684552389570302
967,2021-06-03,2021-08-05,46,-0.0002808988764044784,77.1,68.02,0.12366982690724762,0.11827471234213022,0.012187604780970978,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.2609813293794143,0.8930434782608677,1.2254811913726233,1.6056961746588325,1.2238043478260852,1.6827806521805397,1.4652374362420617,1.0235760869565191,1.403282180617677,-0.34195446644206196,-0.5312599946674553,-0.019034676050511415,-0.6088840073462654,-0.3169101239628277,-0.3635090142841801
968,2021-06-04,2021-08-06,46,-0.012606807676145193,77.1,68.02,0.12370279107235936,0.11863050030768818,0.012340326408561326,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.264768409802672,0.9039130434782593,1.24097507251082,1.608881918156222,1.2359057971014475,1.7000437169021765,1.4631605698831764,1.0149021739130404,1.3911456821445334,-0.33712755763293234,-0.5111308797116171,-0.019034676050511415,-0.6086244217301806,-0.3120194264137731,-0.3567006263733595
969,2021-06-07,2021-08-09,46,-0.03648008911166789,77.1,68.02,0.12379885353867677,0.1197987931852926,0.012607222399759812,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.27741757157709,0.9226086956521723,1.2684846992486314,1.6220680722207295,1.2610144927536218,1.7367153172464986,1.4631858910236983,1.015159420289852,1.3918605740663816,-0.3212775465913602,-0.47595328127416925,-0.019034676050511415,-0.6078679507436687,-0.2956840921790363,-0.34175813711844805
970,2021-06-08,2021-08-10,46,-0.008951048951048923,77.1,68.02,0.12382234185733512,0.1221556909347515,0.01303184970200778,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.299797643113525,0.9517391304347811,1.3096824172125388,1.624612644282123,1.2702536231884043,1.749753277180034,1.505874669997182,1.0526521739130403,1.4451500923504421,-0.2893019554798403,-0.4199862783342594,-0.019034676050511415,-0.6076829853532499,-0.26678210204998626,-0.3157521135843923
971,2021-06-09,2021-08-11,46,-0.0059680777238028115,77.1,68.02,0.12383812807794141,0.12238498121367476,0.013097785925584917,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.3020961361689405,0.9563043478260856,1.3161562720608353,1.6348862958882158,1.2809782608695641,1.7649218346495936,1.5128947346926889,1.071521739130432,1.4714249105787076,-0.2861912171347509,-0.411295709453615,-0.019034676050511415,-0.6075586723064053,-0.26381379055504045,-0.31241358577551825
972,2021-06-10,2021-08-12,46,-0.012079977783948759,77.1,68.02,0.1238700799544473,0.1225513266572566,0.013231395386851417,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.303931346552316,0.9658695652173899,1.3296110797034002,1.6369579716554055,1.2923188405797092,1.7808969539779698,1.5174832729541519,1.0879239130434755,1.4944978278368573,-0.2839344396023109,-0.393685628632351,-0.019034676050511415,-0.6073070582424746,-0.26144376987397633,-0.30723513766332006
973,2021-06-11,2021-08-13,46,-0.029696132596685132,77.1,68.02,0.12394911225395204,0.12303106372658096,0.013391678435999848,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.3094680300561474,0.9771739130434768,1.3460518821291079,1.6399293021170238,1.297246376811593,1.788647395343811,1.522861216599906,1.1050289855072433,1.5188520845505038,-0.2774259364764216,-0.372559898290901,-0.019034676050511415,-0.6066846961080785,-0.25429360631373493,-0.29941065035476483
974,2021-06-14,2021-08-16,46,-0.045994475138121715,77.1,68.02,0.12407982841287851,0.12401428186691417,0.013690775805385979,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.3226036574811844,1.0028260869565204,1.3831507096214435,1.6647692278888395,1.3368478260869556,1.8461477936355357,1.5373184587060202,1.1415217391304322,1.5706780180407438,-0.2640867997930667,-0.3331380729322067,-0.019034676050511415,-0.6056553348446541,-0.23733004238771138,-0.28415910561377483
975,2021-06-15,2021-08-17,46,-0.053979619939410695,77.1,68.02,0.12424111724199471,0.12386349462975477,0.013672520246172715,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.3252514117509262,1.0060869565217376,1.3882262144856776,1.675130988461026,1.3525724637681147,1.8703494800676048,1.5350143660124902,1.1367898550724609,1.5647328790157753,-0.2661325020478004,-0.3355442039811279,-0.019034676050511415,-0.6043852204664563,-0.23391068925277414,-0.284914435235724
976,2021-06-16,2021-08-18,46,-0.08823929299796052,77.1,67.06,0.1376424586333507,0.12561939093170876,0.014048669451787534,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.34013383497775,1.0215217391304334,1.4139028487291232,1.7073705841422364,1.3969927536231872,1.9374825485893892,1.5486192753624586,1.153192028985504,1.5905905934581606,-0.2423105852088535,-0.28596674255780247,-0.019034676050511415,-0.4988525776816544,-0.21469128468126736,-0.2469700558943741
977,2021-06-17,2021-08-19,46,-0.09471667122912675,77.1,66.14,0.1505656365352223,0.12608186550977746,0.0142020808204415,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.3450424270017582,1.03086956521739,1.4295617004699064,1.730237899366961,1.4208695652173906,1.9766484091419134,1.5401340740934106,1.128289855072461,1.556389165855177,-0.2360362790743628,-0.265746717903198,-0.019034676050511415,-0.39708536816616974,-0.2083522487226711,-0.22331959561506676
978,2021-06-18,2021-08-20,46,-0.10592633619495995,77.1,64.57,0.1725280547415432,0.12760396762177845,0.014468170539164788,0.0529256101146722,-0.0620736698499317,0.0620736698499317,False,1.3591853378434795,1.0467391304347815,1.4571346789834094,1.7767573460286195,1.4660869565217387,2.04881844922554,1.5339483173227786,1.1262717391304322,1.5554890332708327,-0.2153862042993759,-0.23067538831316262,-0.019034676050511415,-0.2241361112542411,-0.19008786253078613,-0.1791614205842031
979,2021-06-21,2021-08-23,46,-0.055662983425414425,77.1,64.57,0.17273642695309227,0.14052701023907826,0.015693354781582892,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4698957372075303,1.1254347826086946,1.5725558634915073,1.8071783194419047,1.5063043478260865,2.1089707324112297,1.6939943294012154,1.2169239130434752,1.6897207355002521,-0.04006170125617255,-0.0691928606133711,-0.019034676050511415,-0.22249522550067985,-0.04711464350448642,-0.07260137371975425
980,2021-06-22,2021-08-24,46,-0.047702702702702715,77.1,64.57,0.17291936050017556,0.14214304598876365,0.01588065431337622,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.483513016311356,1.136304347826086,1.5903347618301256,1.881557261809642,1.5318115942028987,2.149644315069855,1.704761773240593,1.2291992753623169,1.7095733531975492,-0.01813724638094435,-0.04450628631391786,-0.019034676050511415,-0.2210546636857148,-0.029529066729070158,-0.05802343429538474
981,2021-06-23,2021-08-25,46,-0.04093488246419885,77.1,64.57,0.17307669209056517,0.14238182030276791,0.01603519249306849,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4854899645512953,1.1471739130434773,1.6056712359706748,1.9385089549958319,1.5977898550724638,2.2428169894021592,1.7068099869410585,1.2302065217391285,1.7112321364179495,-0.014897839905085619,-0.024137744980428935,-0.019034676050511415,-0.21981571170005307,-0.026976003463684638,-0.05169589692413589
982,2021-06-24,2021-08-26,46,-0.05608352295542762,77.1,64.57,0.17329472851855532,0.14211323516804047,0.015976471751292333,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.483621450605124,1.142391304347825,1.600082245824162,1.934625505210408,1.5823188405797088,2.223183392869086,1.714564619881324,1.2511159420289837,1.7412607983636152,-0.018541684212140853,-0.0318772942515699,-0.019034676050511415,-0.21809872234822594,-0.029389032910007842,-0.05463774298688091
983,2021-06-25,2021-08-27,46,-0.04248496993987971,77.1,64.57,0.17346057426952333,0.14312851926978057,0.01629024388291511,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4931364712373516,1.1643478260869558,1.6308982411102735,1.941243500569265,1.6023913043478262,2.2513549371118913,1.7122100960581546,1.2534565217391285,1.744647795871234,-0.004767514625564048,0.009478703631813253,-0.019034676050511415,-0.21679272320357515,-0.01710117976607833,-0.03911258111250589
984,2021-06-28,2021-08-30,46,-0.04249103704687296,77.1,64.57,0.17362778381928112,0.1431282063900763,0.016290105290626883,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4930054311325542,1.1639130434782599,1.6308845505843728,1.9492521791628226,1.6192753623188405,2.2752252796497077,1.7154745241463558,1.2666159420289838,1.7632986543661842,-0.004771759406014403,0.009460436801203186,-0.019034676050511415,-0.21547598444067945,-0.017270407098939945,-0.03892118346616204
985,2021-06-29,2021-08-31,46,-0.03121199837859756,77.1,64.57,0.17374868870051732,0.14224668794882647,0.016038448205184026,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4818840827752382,1.1445652173913032,1.6051303694520032,1.9432510485475514,1.617971014492754,2.273462537996154,1.702454318128392,1.2345507246376795,1.721995857857323,-0.016731155286103205,-0.023708633501781314,-0.019034676050511415,-0.2145238848508079,-0.031632698118501,-0.051705414367692173
986,2021-06-30,2021-09-01,46,-0.04499799116110892,77.1,64.57,0.17392485123538007,0.1419888054902882,0.015962831177390044,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4798031596480485,1.138695652173912,1.597804690212136,1.9391099357682557,1.6028985507246367,2.25406548564236,1.7055146532609802,1.2408297101449257,1.7311384647437174,-0.02022979838631686,-0.03367515801503949,-0.019034676050511415,-0.21313664328141346,-0.034320036252493746,-0.05520997444255881
987,2021-07-01,2021-09-02,46,-0.02450783447167537,77.1,64.57,0.17402094724542816,0.14368081651319456,0.01642925761919649,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4968989684474803,1.1719565217391295,1.6434676083412096,1.9447063660721493,1.624130434782609,2.283406787828606,1.7259172545534198,1.2781086956521717,1.7821964053302255,0.002725398816047835,0.02780108221171079,-0.019034676050511415,-0.2123799081453329,-0.012242229380210214,-0.031222711511826467
988,2021-07-02,2021-09-03,46,-0.041396640655997796,77.1,64.57,0.1741855545482019,0.14313192857171667,0.01626303187259386,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.491413831701753,1.1593478260869556,1.6272386288991039,1.9319234614418777,1.5968840579710142,2.2483009077468576,1.728677812336565,1.288518115942027,1.7964959752090757,-0.004721261263614265,0.005892088608267589,-0.019034676050511415,-0.21108366151030614,-0.01932582461463165,-0.039223089359294146
989,2021-07-05,2021-09-06,46,-0.05094116098459922,77.1,64.57,0.17438950964107314,0.1430777695567219,0.016273500364842448,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4915216916028207,1.1597826086956515,1.628394596394565,1.9338241037517367,1.5942391304347836,2.2451862719642857,1.7110447362275418,1.2799492753623172,1.7856676717839863,-0.005456026494253778,0.007271863609430956,-0.019034676050511415,-0.20947755960367123,-0.019186532575689516,-0.038858948564642615
990,2021-07-06,2021-09-07,46,-0.07224383916990917,76.35,64.57,0.1642279576670829,0.14231457135213768,0.016122008931420448,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4845677163227773,1.1476086956521732,1.6138563223429965,1.944059839464899,1.6027898550724649,2.258830939648034,1.7553537348066097,1.3054057971014479,1.8218053704997972,-0.01581019384514297,-0.012695108497202573,-0.019034676050511415,-0.2894975668025031,-0.028167009897858374,-0.06048599476010582
991,2021-07-07,2021-09-08,46,-0.03029494194581628,76.35,64.57,0.16434101944323976,0.1406617820892586,0.015853580704589115,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.459223289526196,1.1249999999999993,1.5847074581878018,1.890199312778678,1.5334420289855084,2.166036959323308,1.6677334616642399,1.232286231884057,1.7251867646843733,-0.03823327676228043,-0.04807465964874626,-0.019034676050511415,-0.2886072299558145,-0.06089721685491368,-0.07862843623105455
992,2021-07-08,2021-09-09,46,-0.026861194436869407,76.35,64.57,0.16443926538242115,0.1401822352923304,0.015778235426909225,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4527732101054176,1.1184782608695643,1.5768704452897568,1.8907627764507091,1.539818840579711,2.1746885275380543,1.6826096336785379,1.2431413043478243,1.7412787176668487,-0.044739198498145324,-0.05800536677731487,-0.019034676050511415,-0.2878335645963621,-0.06922695482949671,-0.08363629347784203
993,2021-07-09,2021-09-10,46,-0.018829858776059027,76.35,64.57,0.16450915626366158,0.14125052310776576,0.015960119730502032,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4637771272502074,1.1308695652173906,1.5944232109530707,1.880023849293685,1.51894927536232,2.14765386144314,1.6804233228809116,1.2357644927536222,1.7325543290943606,-0.030245937437659236,-0.03403253389536887,-0.019034676050511415,-0.28728318913852785,-0.05501631639691472,-0.0720200588989594
994,2021-07-12,2021-09-13,46,-0.02527123577666046,76.35,64.57,0.16460460326669732,0.14061493397321845,0.01581504142382818,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4563735485937248,1.1197826086956513,1.5802909649206842,1.8776810783208258,1.5170289855072472,2.1462365148697002,1.6660181790927826,1.2250181159420277,1.7185345714511306,-0.03886885639367907,-0.053154238913269716,-0.019034676050511415,-0.28653156479122577,-0.06457741886707194,-0.0800132304712262
995,2021-07-13,2021-09-14,46,-0.017154255319149048,76.35,64.57,0.164669130159965,0.1405897075325174,0.015776562858898537,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.455725577339953,1.1167391304347818,1.5763648802295873,1.8890333935205454,1.5414130434782596,2.1792250460900613,1.6547137068661815,1.2113405797101442,1.7002942573419082,-0.0392110987982301,-0.058225815670440266,-0.019034676050511415,-0.2860234295696557,-0.06541421953367996,-0.08132556888028089
996,2021-07-14,2021-09-15,46,-0.020170268500327326,75.22,64.57,0.1489428976218998,0.14028223735444342,0.015708832832843654,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.451893815736507,1.1113043478260864,1.5697741491826855,1.9031567502289524,1.5589492753623193,2.203449864264321,1.6445726314446005,1.2236376811594196,1.7185217774976398,-0.04338248921825865,-0.06715281246802293,-0.019034676050511415,-0.40986408345082936,-0.07036261908903294,-0.10501326963152588
997,2021-07-15,2021-09-16,46,0.004829621679635077,75.22,64.57,0.14892659763979169,0.13825140323620672,0.01521962486424658,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.427218334352893,1.0739130434782607,1.5195987960962478,1.8602850445186898,1.499021739130436,2.1220948390906544,1.6254375999417363,1.1669130434782609,1.642635012225712,-0.07093443600719744,-0.13163171825611822,-0.019034676050511415,-0.4099924422575324,-0.10222893900752476,-0.131874672995681
998,2021-07-16,2021-09-17,46,0.01841997544003271,75.22,64.57,0.1488655044683962,0.13723264306942395,0.014930533023792774,0.0588508595322907,-0.0620736698499317,0.0620736698499317,False,1.4157875362589152,1.052391304347826,1.4900941311159355,1.825633782479243,1.4518478260869556,2.0568646565797195,1.6668684778179113,1.180742753623189,1.6630503874842626,-0.08475576471830856,-0.16973478840475822,-0.019034676050511415,-0.41047353766770006,-0.1169908584742012,-0.1467001638418711
