day_index,step_index,time_axis,trade_date,actual_price,simulated_price,effective_supply,effective_demand,gross_shortage,supply_gap,spr_release,route_supply,inventory_buffer,inventory_release_pressure,total_buffer_supply,observed_buffer_coverage_ratio,perceived_buffer_coverage_ratio,buffer_coverage_ratio,buffer_coverage_momentum,inventory_remaining,demand_decline,observed_demand_decline,price_elasticity_demand_loss,demand_elasticity,fear_factor,shortage_pressure,blockade_risk_premium,uncertainty_premium,panic_premium,buffer_confirmation_discount,expectation_relief_discount,candidate_id,pre_close_filled,target_close_price,ridge_predicted_return,ridge_price,naive_price,ridge_return_correction,mechanism_plus_ridge_return,ridge_assist_phase,phase_gated_ridge_correction,mechanism_plus_phase_ridge,online_corrected_price,regime_corrected_price
14,10,calendar,2026-03-16,101.02,101.8968349384228,9440.257663781858,9511.594452536034,933.2170020493812,71.33678875417536,670.7471383547796,138.3562626122682,52.77681232815856,0.380888072421434,861.8802132952064,0.9235581985781264,0.7585895492281886,0.7585895492281886,0.0888292727268896,54526.59719429147,209.5398700468749,307.14285714285717,278.86567741709223,-0.090500458526503,1.024376807613146,0.1960016800064616,20.13041575922181,11.387035373048608,0.8030817384112942,0.0,0.0,36003,103.89,101.02,0.0026767374425364344,104.16845876714794,103.89,0.2784587671479386,102.17529370557074,未启用,0.0,101.8968349384228,102.1623810273054,102.1596057112001
15,11,calendar,2026-03-17,103.5,103.36902495755456,9434.56216214876,9474.737640899,896.3601904123461,40.175478750237744,670.7471383547796,155.65079543880177,29.78677786852664,0.3836516059964659,856.184711662108,0.955179313874084,0.8273959668542519,0.8273959668542519,0.0688064176260633,54496.810416422944,221.1957260518421,327.6190476190476,304.06663304915855,-0.0933933484212532,1.0216710630747463,0.106965107569682,20.467817013862263,11.9100217620141,0.7139423374659774,0.0,0.0,36003,101.02,103.5,-0.013942593432513015,99.62129267374678,101.02,-1.3987073262532164,101.97031763130134,高位平台形成,-1.3987073262532164,101.97031763130134,103.34314004044434,103.343374736883
16,12,calendar,2026-03-18,109.65,103.25840053158812,9429.506142573213,9439.54596421364,861.1685137269887,10.039821640428272,670.7471383547796,172.9453282653353,7.436225466443864,0.3823601375252315,851.1286920865588,0.988341629448365,0.8837269487621915,0.8837269487621915,0.0563309819079396,54489.3741909565,233.74819318463503,348.0952380952381,326.7058426017229,-0.0962862383160034,1.0192656471775394,0.0259273896972115,20.74681229086687,12.404745688765365,0.6346971134404457,3.972298564352829,0.0,36003,103.5,109.65,-0.0029139019040130883,103.19885012661356,103.5,-0.30114987338643573,102.95725065820169,高位平台形成,-0.30114987338643573,102.95725065820169,103.2621033491679,103.2556509381464
17,13,calendar,2026-03-19,103.07,102.52585271098272,9439.3644499333,9413.465127148813,835.0876766621586,0.0,670.7471383547796,190.2398610918688,0.0,0.0,860.9869994466485,1.0310138965144466,0.9352773804754808,0.9352773804754808,0.0515504317132893,54489.3741909565,251.20649703617312,368.57142857142856,335.32837581501553,-0.0991791282107536,1.0171272244416083,0.0,20.975428028324096,12.87273447177046,0.5642478456165673,6.582516271042937,0.0,36003,109.65,103.07,0.009597330680743702,110.70741336560482,109.65,1.0574133656048161,103.58326607658753,高位平台形成,1.0574133656048161,103.58326607658753,102.75513089135764,104.33794161868543
18,14,calendar,2026-03-20,104.41,101.70007086303082,9456.658982759836,9391.3045704156,812.9271199289487,0.0,670.7471383547796,207.53439391840232,0.0,0.0,878.2815322731819,1.080393937835344,0.9860681755514328,0.9860681755514328,0.050790795075952,54489.3741909565,270.7757210662763,389.04761904761904,337.9197085181222,-0.1020720181055038,1.015226159514393,0.0,21.160594195470676,13.315432892396284,0.5016182121219165,8.166542495299884,0.0,36003,103.07,104.41,-0.007732188893728204,102.27611647471737,103.07,-0.7938835252826237,100.9061873377482,高位平台形成,-0.7938835252826237,100.9061873377482,101.7268461455227,101.7532056930261
21,15,calendar,2026-03-23,96.07,101.19190501718302,9508.542581239435,9337.633627128916,759.2561766422623,0.0,670.7471383547796,259.4179923980029,0.0,0.0,930.1651307527824,1.2251005120120968,1.069729493312665,1.069729493312665,0.0836613177612324,54489.3741909565,304.8796453771074,430.0,357.48672749397883,-0.1107506877897545,1.0106979492772508,0.0,21.511252494865275,14.505087730222662,0.3524385899643876,9.394455858583784,0.0,36003,104.41,96.07,0.000839655404003043,104.49770523666707,104.41,0.08770523666707675,101.2796102538501,高位平台形成,0.08770523666707675,101.2796102538501,101.35141306005666,101.545767560475
22,16,calendar,2026-03-24,95.96,101.02532807557098,9525.83711406597,9335.242268259775,756.8648177731229,0.0,670.7471383547796,276.7125252245364,0.0,0.0,947.459663579316,1.2518215159834865,1.1334617012474526,1.1334617012474526,0.0637322079347872,54489.3741909565,303.59199060141793,430.0,361.165741138806,-0.1136435776845047,1.0095105125017565,0.0,21.574821905701096,14.85957291382996,0.3133190791141134,9.264936081424834,0.0,36003,96.07,95.96,-0.006533384771048527,95.44438364659727,96.07,-0.6256163534027195,100.39971172216826,高位平台形成,-0.6256163534027195,100.39971172216826,101.02532807557098,101.83971825857029
23,17,calendar,2026-03-25,98.06,101.11640294715092,9543.131646892502,9330.58018457629,752.2027340896384,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.282572041663015,1.1856503203928994,1.1856503203928994,0.0521886191454468,54489.3741909565,301.0816378487715,430.0,368.3381775749385,-0.1165364675792549,1.0084548772574953,0.0,21.617726280511867,15.194901529850428,0.2785417038095505,8.989944133291036,0.0,36003,95.96,98.06,-0.00787858796641952,95.20694111440727,95.96,-0.753058885592722,100.3633440615582,高位平台形成,-0.753058885592722,100.3633440615582,100.54175716249678,99.95289195065637
24,18,calendar,2026-03-26,100.1,101.39682758614671,9543.131646892502,9324.077307894708,745.6998574080553,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.2937567130013885,1.2234875578058706,1.2234875578058706,0.0378372374129711,54489.3741909565,297.5800888663806,430.0,378.3426032389125,-0.1194293574740051,1.007516414013031,0.0,21.6428359399133,15.5121088093704,0.2476245014523041,8.633504975645206,0.0,36003,98.06,100.1,0.0021602163168867082,98.27205977706386,98.06,0.2120597770638568,101.60888736321057,高位平台形成,0.2120597770638568,101.60888736321057,100.86752792519069,100.41062285069582
25,19,calendar,2026-03-27,106.29,101.80847873481272,9543.131646892502,9316.12095904557,737.7435085589168,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.3077095023043548,1.25296523838034,1.25296523838034,0.0294776805744694,54489.3741909565,293.29590102453744,430.0,390.5831399298931,-0.1223222473687553,1.006682117066242,0.0,21.65262897746575,15.812174039038467,0.2201390056888124,8.235909075776439,0.0,36003,100.1,106.29,0.0039985886605322435,100.50106002758926,100.1,0.40106002758926707,102.20953876240199,高位平台形成,0.40106002758926707,102.20953876240199,101.57005702704856,101.37908711911184
28,20,calendar,2026-03-30,108.89,102.7193128656932,9543.131646892502,9295.184843582923,716.807393096271,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.3459043610565524,1.2854939313170144,1.2854939313170144,0.0325286929366743,54489.3741909565,282.0226080831126,430.0,422.7925483339641,-0.131000917053006,1.0046948772191528,0.0,21.61008068485777,16.61853348263771,0.1546703825463787,6.990927605828986,0.0,36003,106.29,108.89,0.0162703960977819,108.03352586660942,106.29,1.743525866609417,104.46283873230261,高位平台形成,1.743525866609417,104.46283873230261,103.41938878762392,103.95317147433737
29,21,calendar,2026-03-31,103.53,103.52762896534875,9543.131646892502,9281.836668893096,703.4592184064422,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.3714429652245133,1.315576093184639,1.315576093184639,0.0300821618676245,54489.3741909565,274.8351294039737,430.0,443.32820170293235,-0.1338938069477562,1.0041737614686503,0.0,21.57727185746233,16.85880693534775,0.1375024847039475,6.594328400041032,0.0,36003,108.89,103.53,0.005629997180273654,109.50477937214497,108.89,0.6147793721449659,104.14240833749372,高位平台形成,0.6147793721449659,104.14240833749372,105.1178365170286,105.91303954016009
30,22,calendar,2026-04-01,100.24,103.86515594271384,9543.131646892502,9269.103577597292,690.7261271106399,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.3967246330198773,1.3439780821269725,1.3439780821269725,0.0284019889423334,54489.3741909565,267.97884947546504,430.0,462.9175729272429,-0.1367866968425064,1.003710487832594,0.0,21.537292450614835,17.08609588306574,0.1222401664008943,6.212930685978579,1.1818271062414738,36003,103.53,100.24,-0.01079499572622471,102.41840472028542,103.53,-1.111595279714578,102.75356066299926,中期再定价回落,-1.111595279714578,102.75356066299926,103.86568389182167,103.86523855098348
31,23,calendar,2026-04-02,109.24,103.8758910608129,9543.131646892502,9260.077712676357,681.7002621897045,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.4152175815613468,1.3689119069290034,1.3689119069290034,0.0249338248020309,54489.3741909565,263.1187683641924,430.0,476.80351895945023,-0.1396795867372566,1.0032986360287333,0.0,21.49116835501698,17.301102015337428,0.1086719146486037,5.848656955802587,2.3612381526716466,36003,100.24,109.24,-0.003444931771382864,99.8952741586592,100.24,-0.34472584134078943,103.53116521947211,中期再定价回落,-0.34472584134078943,103.53116521947211,103.06880306093076,103.76544609458269
35,24,calendar,2026-04-06,109.7,102.89993776146368,9543.131646892502,9234.978959307084,656.6015088204331,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.469314619972477,1.4040528564942192,1.4040528564942192,0.0351409495652157,54489.3741909565,249.6040550115079,430.0,515.416985681406,-0.1512511463162575,1.0020603829324366,0.0,21.2612167160406,18.05104725621956,0.0678782855176569,4.571968462766575,7.110222476064451,36003,109.24,109.7,0.017110737623133716,111.12526007665086,109.24,1.8852600766508658,104.78519783811454,中期再定价回落,1.8852600766508658,104.78519783811454,103.68431278547236,101.08563662719828
36,25,calendar,2026-04-07,103.42,101.9908316346359,9543.131646892502,9237.710449441694,659.3329989550421,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.463227531361028,1.4247639926976023,1.4247639926976023,0.0207111362033831,54489.3741909565,251.07485739168135,430.0,511.2146931666248,-0.1541440362110077,1.0018316872822546,0.0,21.195465100666112,18.21390690380687,0.0603440216702323,4.29683443277884,8.25464971310533,36003,109.24,103.42,0.002964601918355697,109.56433363607735,109.24,0.32433363607735544,102.31516527071325,中期再定价回落,0.32433363607735544,102.31516527071325,103.66757052261867,104.63929869057034
37,26,calendar,2026-04-08,96.7,101.11391373875723,9543.131646892502,9240.232026321284,661.8545758346318,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.457652831347802,1.4362750862251723,1.4362750862251723,0.0115110935275699,54489.3741909565,252.43262955761497,430.0,507.3353441211002,-0.1570369261057579,1.0016283760883251,0.0,21.127364042698076,18.3679655295449,0.0536460360418244,4.037687123712416,9.404158280659386,36003,103.42,96.7,-0.009985629570687521,102.39242521887527,103.42,-1.027574781124727,100.0863389576325,中期再定价回落,-1.027574781124727,100.0863389576325,101.459772215826,101.53905590618082
38,27,calendar,2026-04-09,96.41,100.2491734803632,9543.131646892502,9242.835691605716,664.458241119064,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.4519410501719936,1.4417581736065597,1.4417581736065597,0.0054830873813873,54489.3741909565,253.83460317230876,430.0,503.329705221975,-0.1599298160005081,1.0014476317604637,0.0,21.057279664696924,18.51369874532856,0.0476915045325921,3.7938167105504776,10.557662155155498,36003,96.7,96.41,-0.008761271153024192,95.85648560433803,96.7,-0.8435143956619697,99.40565908470123,中期再定价回落,-0.8435143956619697,99.40565908470123,99.2621919062784,99.26735667687312
39,28,calendar,2026-04-10,94.26,99.38402450519295,9543.131646892502,9245.702474711476,667.3250242248232,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.4457036097612637,1.443139076260706,1.443139076260706,0.0013809026541464,54489.3741909565,255.3782556138711,430.0,498.91926967465406,-0.1628227058952583,1.0012869494516212,0.0,20.985527902664224,18.651556460733342,0.0423979062089319,3.564447370375779,11.713984009260654,36003,96.41,94.26,-0.007490457768367956,95.69054286208163,96.41,-0.7194571379183685,98.66456736727459,中期再定价回落,-0.7194571379183685,98.66456736727459,98.40141482150209,98.09635927242776
42,29,calendar,2026-04-13,98.0,97.88428898229812,9543.131646892502,9238.04034079525,659.6628903085984,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.4624957847098623,1.4499139242179109,1.4499139242179109,0.0067748479572047,54489.3741909565,251.2524911974423,430.0,510.7071680073077,-0.171501375579509,1.0009042148772194,0.0,20.76281240968468,19.02201881257807,0.0297889070225516,2.9557090124104612,15.25727677776901,36003,94.26,98.0,-0.0039458816133879325,93.88879404813122,94.26,-0.371205951868788,97.51308303042933,中期再定价回落,-0.371205951868788,97.51308303042933,96.37120534069976,95.87494921768344
43,30,calendar,2026-04-14,95.34,96.57381514797396,9543.131646892502,9248.951885114731,670.574434628079,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.438698146822331,1.445988402129458,1.445988402129458,-0.0039255220884528,54489.3741909565,257.12793813870144,430.0,493.92017674656745,-0.1743942654742592,1.000803850034357,0.0,20.686767892063813,19.13240664158334,0.026482437456877,2.77670115855724,16.391821619713635,36003,98.0,95.34,0.0040047918994133656,98.39325653583812,98.0,0.3932565358381197,96.96707168381208,中期再定价回落,0.3932565358381197,96.96707168381208,96.60573950475666,96.6166647845342
44,31,calendar,2026-04-15,94.87,95.3726185345066,9543.131646892502,9258.532346258144,680.1548957714931,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.4184330692959848,1.4363440356377424,1.4363440356377424,-0.0096443664917156,54489.3741909565,262.286647985155,430.0,479.1810057567,-0.1772871553690094,1.000714625355118,0.0,20.61009260319487,19.23682905368294,0.023542975011687,2.608466427986508,17.562045978089238,36003,95.34,94.87,0.0032292915763884045,95.64837831264752,95.34,0.3083783126475197,95.68099684715412,中期再定价回落,0.3083783126475197,95.68099684715412,95.03263218840914,94.91691105879646
45,32,calendar,2026-04-16,98.21,95.50722936091172,9543.131646892502,9267.536366970968,689.1589164843153,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.3999009130251985,1.423588942723352,1.423588942723352,-0.0127550929143904,54489.3741909565,267.1349668305211,430.0,465.3286661985112,-0.1801800452637597,1.0006353043184055,0.0,20.53291667603241,19.335608423174634,0.0209297831177163,2.450376511142042,14.865191687953928,36003,94.87,98.21,0.0007849272457202811,94.94449528066446,94.87,0.07449528066445055,95.58172464157617,中期再定价回落,0.07449528066445055,95.58172464157617,95.36849579129618,95.32139939271568
46,33,calendar,2026-04-17,92.42,96.39895044334624,9543.131646892502,9261.197901836724,682.8204513500714,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.4128958710863733,1.4198463676504094,1.4198463676504094,-0.0037425750729425,54489.3741909565,263.72194714285104,430.0,475.08015102042555,-0.1830729351585099,1.000564787652851,0.0,20.455352294051817,19.429049703077947,0.0186066468293486,2.3019169284057295,12.582911743766688,36003,98.21,92.42,0.006532364908982013,98.85364352611951,98.21,0.6436435261195186,97.04259396946576,中期再定价回落,0.6436435261195186,97.04259396946576,97.13604042227873,97.37281872208276
49,34,calendar,2026-04-20,93.8,98.73904623975848,9543.131646892502,9235.931218118183,657.5537676315325,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.4671867821255649,1.4364155127167135,1.4364155127167135,0.0165691450663043,54489.3741909565,250.11680975594572,430.0,513.9519721258694,-0.1917516048427605,1.0003968216448085,0.0,20.22123021098144,19.68015263344873,0.0130730906773918,1.908493279803838,7.67669782183849,36003,92.42,93.8,-0.0028441622248781794,92.15751597768894,92.42,-0.2624840223110567,98.47656221744742,未启用,0.0,98.73904623975848,97.76934080404564,98.58351398195516
50,35,calendar,2026-04-21,99.06,100.73057736826212,9543.131646892502,9202.328788418408,623.9513379317559,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.5,1.458670083265864,1.458670083265864,0.0222545705491501,54489.3741909565,232.0231937637583,430.0,565.6480178178335,-0.1946444947375107,1.000352775762542,0.0,20.14295396519214,19.754974561243728,0.0116220211090664,1.792971409827724,6.511545217389358,36003,93.8,99.06,-0.00082750511802946,93.72241212653748,93.8,-0.0775878734625195,100.6529894947996,未启用,0.0,100.73057736826212,99.35553866316825,98.71797189745207
51,36,calendar,2026-04-22,101.55,102.43450132494962,9543.131646892502,9172.903030659534,594.5255801728817,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.5,1.4731355541228115,1.4731355541228115,0.0144654708569476,54489.3741909565,216.17855497051835,430.0,610.9184143699476,-0.1975373846322609,1.0003136188266577,0.0,20.06465596469312,19.82575307232327,0.0103320154348178,1.6843965407988937,5.497232619458243,36003,99.06,101.55,0.016982466380889478,100.7566489853444,99.06,1.696648985344396,104.13115031029402,未启用,0.0,102.43450132494962,101.96432578089818,101.76656074625424
52,37,calendar,2026-04-23,106.01,103.88854337908198,9543.131646892502,9146.806671380666,568.4292208940133,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.5,1.4825381101798274,1.4825381101798274,0.0094025560570158,54489.3741909565,202.1266692049739,430.0,651.0666594143604,-0.2004302745270111,1.0002788081803728,0.0,19.986381946950186,19.89270667507408,0.0091851960982962,1.582374865075701,4.645221981148958,36003,101.55,106.01,0.0039958351359520115,101.95658884806845,101.55,0.4065888480684521,104.29513222715043,未启用,0.0,103.88854337908198,103.63833593194038,103.53502282820024
53,38,calendar,2026-04-24,105.88,105.12740029071632,9543.131646892502,9123.531334239397,545.1538837527423,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.5,1.4886497716168878,1.4886497716168878,0.0061116614370604,54489.3741909565,189.59379535967375,430.0,686.8748704009322,-0.2033231644217614,1.000247861400004,0.0,19.908171231760317,19.95604206957363,0.0081656698924244,1.4865212895292983,3.92764291883263,36003,106.01,105.88,0.010522421564861714,107.13137133441964,106.01,1.121371334419635,106.24877162513596,未启用,0.0,105.12740029071632,105.71830754406592,105.97340623263165
56,39,calendar,2026-04-27,101.97,106.52882588030718,9543.131646892502,9090.023943876817,511.6464933901643,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.5,1.4926223515509771,1.4926223515509771,0.0039725799340892,54489.3741909565,171.5513543952091,430.0,738.424701727974,-0.212001834106012,1.0001741482271036,0.0,19.67423343380001,20.126242040844183,0.0057372262678159,1.2323799942743463,2.380479431190043,36003,105.88,101.97,0.0004435264332140733,105.92697099441753,105.88,0.04697099441753494,106.57579687472472,未启用,0.0,106.52882588030718,106.73898316601571,106.82866423292036
57,40,calendar,2026-04-28,104.48,107.60655267894572,9543.131646892502,9066.63628144655,488.25883095989775,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.5,1.4952045285081352,1.4952045285081352,0.0025821769571581,54489.3741909565,158.95799770198823,430.0,774.4057208514623,-0.2148947240007622,1.0001548183533222,0.0,19.59656907243004,20.17695706014847,0.0051004132410217,1.157719034023974,2.014065582381819,36003,101.97,104.48,-0.007721145131519998,101.18570654909036,101.97,-0.7842934509096438,106.82225922803607,未启用,0.0,107.60655267894572,106.36704785498596,105.7961020021549
58,41,calendar,2026-04-29,112.49,108.44567911066606,9543.131646892502,9047.01561164122,468.6381611545676,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.5,1.496882943530288,1.496882943530288,0.0016784150221527,54489.3741909565,148.3930216529645,430.0,804.5913667058157,-0.2177876138955125,1.000137634031216,0.0,19.519095185153848,20.224931412875144,0.0045342843413935,1.087579502101064,1.704337666715228,36003,104.48,112.49,0.0023112534598992906,104.72175903707483,104.48,0.2417590370748286,108.68743814774089,未启用,0.0,108.44567911066606,107.5427609550074,107.20122913273028
59,42,calendar,2026-04-30,110.86,109.10659647517777,9543.131646892502,9030.134057006788,451.7566065201354,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.5,1.4979739132946872,1.4979739132946872,0.0010909697643992,54489.3741909565,139.3029537728862,430.0,830.5629892203251,-0.2206805037902626,1.0001223571116875,0.0,19.44182734181399,20.270313206101616,0.0040309938659967,1.021688287303924,1.4423979088647338,36003,112.49,110.86,0.01685229800337475,114.40177868928726,112.49,1.9117786892872601,111.01837516446503,未启用,0.0,109.10659647517777,110.1539867413599,110.46590899441176
60,43,calendar,2026-05-01,109.2,109.63247278526502,9543.131646892502,9015.281525674443,436.904075187791,0.0,670.7471383547796,294.00705805107,0.0,0.0,964.7541964058496,1.5,1.4986830436415466,1.4986830436415466,0.0007091303468593,54489.3741909565,131.30543690162312,430.0,853.4130374239339,-0.2235733936850129,1.0001087758793976,0.0,19.364778819673138,20.313242543120168,0.0035835669588178,0.959788482415493,1.2208023638226078,36003,112.49,109.2,0.003211051549612339,112.85179174392081,112.49,0.3617917439208185,109.99426452918584,未启用,0.0,109.63247278526502,110.09592042234311,110.250389265288
