参数,参数中文名,参数值,最优参数值,相对最优比例,RMSE,MAE,高价平台RMSE,低价回落RMSE,峰值误差,末日误差,综合得分,相对最优RMSE变化
adjustment_speed,价格调整速度,0.37125,0.45,0.8250000000000001,3.4799318329360656,2.822573864606039,3.2292010842845635,3.170939726327912,-3.8291854724845535,-0.07918547248455354,6.75241947942054,0.11218332015401655
adjustment_speed,价格调整速度,0.376875,0.45,0.8375,3.4658000055323606,2.8066432027845107,3.19497589089549,3.163239549340456,-3.804858988104968,-0.05485898810496792,6.714589463197736,0.09805149275031155
adjustment_speed,价格调整速度,0.3825,0.45,0.85,3.452804126995259,2.7933955236223196,3.162085319122373,3.156581302521798,-3.7816655227135243,-0.0316655227135243,6.679339597693022,0.08505561421321017
adjustment_speed,价格调整速度,0.388125,0.45,0.8624999999999999,3.4408892100158908,2.7825461314790507,3.130475328405404,3.1509242462184117,-3.759545127239562,-0.009545127239562134,6.646547553631795,0.07314069723384176
adjustment_speed,价格调整速度,0.39375000000000004,0.45,0.8750000000000001,3.430002773833239,2.772355514793546,3.1000937434527334,3.146228441325177,-3.73844090930136,0.011559090698639807,6.62187548255109,0.06225426105118981
adjustment_speed,价格调整速度,0.39937500000000004,0.45,0.8875000000000001,3.420094736376308,2.7636602429831085,3.070890227315757,3.1424547921782437,-3.7182989069322048,0.03170109306779523,6.603722697599316,0.05234622359425911
adjustment_speed,价格调整速度,0.405,0.45,0.9,3.411117311157144,2.7570240077743313,3.0428162509562537,3.1395650845214664,-3.699067964175697,0.05093203582430306,6.587234277173288,0.043368798375095
adjustment_speed,价格调整速度,0.410625,0.45,0.9125,3.403024908553444,2.7508585361958695,3.015825059768118,3.137522018500256,-3.6806996089426605,0.06930039105733954,6.572331050338269,0.03527639577139485
adjustment_speed,价格调整速度,0.41625,0.45,0.925,3.3957740411737283,2.7478132118055187,2.989871637483799,3.136289236701294,-3.6631479334610333,0.08685206653896671,6.5589369623438,0.028025528391679266
adjustment_speed,价格调整速度,0.421875,0.45,0.9375,3.389323233043949,2.7453980214630183,2.96491266786391,3.1358313473149155,-3.6463694775946465,0.10363052240535353,6.546979003352492,0.021574720261900104
adjustment_speed,价格调整速度,0.4275,0.45,0.95,3.3836329323928145,2.7430442171560387,2.9409064945378143,3.1361139425472397,-3.630323115257056,0.11967688474294391,6.536387136131767,0.015884419610765477
adjustment_speed,价格调整速度,0.433125,0.45,0.9624999999999999,3.378665427845159,2.740751918137605,2.9178130793331514,3.1371036124525293,-3.6149699441005225,0.13503005589947747,6.52709422229086,0.0109169150631101
adjustment_speed,价格调整速度,0.43875000000000003,0.45,0.9750000000000001,3.374384767859223,2.738521158411395,2.8955939594043003,3.1387679543923666,-3.6002731786205118,0.14972682137948823,6.519035946832371,0.006636255077173914
adjustment_speed,价格调整速度,0.444375,0.45,0.9875,3.3707566832654354,2.73804079134547,2.8742122034429776,3.141075578356958,-3.586198046779387,0.16380195322061297,6.512150740947334,0.0030081704833864187
adjustment_speed,价格调整速度,0.45,0.45,1.0,3.367748512782049,2.738196964463413,2.8536323672284634,3.1439961084062618,-3.572711690220686,0.1772883097793141,6.506379703114706,0.0
buffer_relief_strength,缓冲确认折价,0.154,0.22,0.7,3.475257529971108,2.921982360837843,2.6618192433538344,3.825320079515706,-3.3902795162871513,0.3597204837128487,6.76755466607459,0.10750901718905892
buffer_relief_strength,缓冲确认折价,0.15675,0.22,0.7125,3.463643063290843,2.91303949654361,2.66968779832429,3.793863209249517,-3.3978809033780664,0.35211909662193364,6.746565298928963,0.09589455050879403
buffer_relief_strength,缓冲确认折价,0.1595,0.22,0.725,3.452619137985854,2.904097005172904,2.677567809246532,3.7626271043749826,-3.405482286455438,0.34451771354456184,6.726406746528504,0.08487062520380517
buffer_relief_strength,缓冲确认折价,0.16225,0.22,0.7375,3.442191341812594,2.8951548903202124,2.6854591750177916,3.7316172552001645,-3.413083665515373,0.3369163344846271,6.707087748858037,0.074442829030545
buffer_relief_strength,缓冲确认折价,0.165,0.22,0.75,3.4323650200436058,2.8862131556108834,2.6933617955751386,3.700839294369893,-3.42068504055392,0.32931495944608,6.688616694656538,0.06461650726155677
buffer_relief_strength,缓冲确认折价,0.16775,0.22,0.7625000000000001,3.423145262396488,2.8772718047013384,2.7012755718844756,3.6702989993505777,-3.4282864115670435,0.3217135884329565,6.671001601430699,0.05539674961443897
buffer_relief_strength,缓冲确认折价,0.17049999999999998,0.22,0.7749999999999999,3.4145368903253823,2.868330841279277,2.7092004059296153,3.6400022948136264,-3.435887778550679,0.3141122214493208,6.65425009633632,0.046788377543333315
buffer_relief_strength,缓冲确认折价,0.17325000000000002,0.22,0.7875000000000001,3.4065444447432696,2.8593902690638737,2.717136200701461,3.609955254899798,-3.4434891415006916,0.30651085849930837,6.638369398061791,0.03879593196122055
buffer_relief_strength,缓冲确认折价,0.176,0.22,0.7999999999999999,3.399172174243057,2.8504500918059925,2.7250828601872867,3.5801641053457818,-3.451090500412903,0.2989094995870971,6.623366299842719,0.031423661461007946
buffer_relief_strength,缓冲确认折价,0.17875,0.22,0.8125,3.3924240238844066,2.8415103132883828,2.733040289360062,3.550635225452504,-3.458691855283064,0.2913081447169361,6.609247153729161,0.02467551110235755
buffer_relief_strength,缓冲确认折价,0.1815,0.22,0.825,3.3863036246117018,2.832570937325897,2.741008394167963,3.521375149873401,-3.4662932061068545,0.28370679389314546,6.596017856218091,0.01855511182965275
buffer_relief_strength,缓冲确认折价,0.18425,0.22,0.8375,3.3808142833662167,2.8236319677656847,2.748987081523862,3.492390570199203,-3.4738945528799405,0.27610544712005947,6.583683835352676,0.01306577058416769
buffer_relief_strength,缓冲确认折价,0.187,0.22,0.85,3.375958973952712,2.8146934084874182,2.756976259295004,3.4636883363142315,-3.481495895597874,0.26850410440212613,6.572250039377802,0.008210461170663041
buffer_relief_strength,缓冲确认折价,0.18975,0.22,0.8625,3.371740328717043,2.805755263403485,2.764975836292739,3.4352754574975886,-3.489097234256178,0.2609027657438219,6.561720927027407,0.00399181593499387
buffer_relief_strength,缓冲确认折价,0.1925,0.22,0.875,3.368160631087278,2.7968175364592063,2.7729857222623417,3.4071591032410087,-3.4966985688503343,0.25330143114966575,6.552100459504605,0.0004121183052290256
buffer_relief_strength,缓冲确认折价,0.19525,0.22,0.8875000000000001,3.365221809026013,2.787880231633053,2.781005827872913,3.379346603753426,-3.5042998993757095,0.24570010062429049,6.543392094199687,-0.0025267037560361416
buffer_relief_strength,缓冲确认折价,0.198,0.22,0.9,3.3629254294363036,2.7789433529368424,2.7890360647074415,3.3518454501207717,-3.511901225827671,0.23809877417232883,6.535598780175065,-0.004823083345745438
buffer_relief_strength,缓冲确认折价,0.20075,0.22,0.9125000000000001,3.3612726935578596,2.7703752270701245,2.7970763452528593,3.3246632940879017,-3.519502548201473,0.2304974517985272,6.528722955429502,-0.006475819224189383
buffer_relief_strength,缓冲确认折价,0.20350000000000001,0.22,0.925,3.3602644333839295,2.7630892171292962,2.8051265828903023,3.29780794742796,-3.527103866492368,0.22289613350763204,6.522766545937541,-0.007484079398119459
buffer_relief_strength,缓冲确认折价,0.20625,0.22,0.9375,3.359901109122726,2.7558036091030487,2.813186691885327,3.2712873808631118,-3.5347051806954823,0.21529481930451766,6.51773096644367,-0.007847403659322794
buffer_relief_strength,缓冲确认折价,0.20900000000000002,0.22,0.9500000000000001,3.3601828077204283,2.752252789009009,2.8212565873783726,3.2451097224991194,-3.5423064908059274,0.2076935091940726,6.513617122975078,-0.007565705061620687
buffer_relief_strength,缓冲确认折价,0.21175,0.22,0.9625,3.3611092424556728,2.748738593023593,2.8293361853751886,3.2192832557351223,-3.549907796818715,0.20009220318128484,6.510425417021833,-0.006639270326376234
buffer_relief_strength,缓冲确认折价,0.2145,0.22,0.975,3.362679753608354,2.7452245574310505,2.8374254027374395,3.1938164166088,-3.5575090987288434,0.19249090127115664,6.5081557513194435,-0.005068759173695092
buffer_relief_strength,缓冲确认折价,0.21725,0.22,0.9875,3.364893310198275,2.7417106815005114,2.845524157173349,3.1687177905363897,-3.5651103965312245,0.18488960346877548,6.506807537156007,-0.0028552025837740302
buffer_relief_strength,缓冲确认折价,0.22,0.22,1.0,3.367748512782049,2.738196964463413,2.8536323672284634,3.1439961084062618,-3.572711690220686,0.1772883097793141,6.506379703114706,0.0
relief_discount_strength,预期修复折价,0.16799999999999998,0.24,0.7,3.9697403207066593,3.30389883414793,2.417832661325324,4.460156987944118,-3.322087944255429,0.4279120557445708,7.545405081249763,0.6019918079246103
relief_discount_strength,预期修复折价,0.17099999999999999,0.24,0.7124999999999999,3.929243370973902,3.271268038270162,2.4352407830514906,4.384336276485656,-3.332521103124705,0.41747889687529494,7.478353187479609,0.5614948581918529
relief_discount_strength,预期修复折价,0.174,0.24,0.725,3.889822099524406,3.2386271928192216,2.452720874833121,4.309702465120588,-3.342954522345437,0.4070454776545631,7.4128274633631275,0.5220735867423572
relief_discount_strength,预期修复折价,0.177,0.24,0.7374999999999999,3.851843649214742,3.2062719178055943,2.470282461867871,4.237002812031788,-3.353390490849023,0.39660950915097715,7.349472588926739,0.4840951364326931
relief_discount_strength,预期修复折价,0.18,0.24,0.75,3.815111134267941,3.1739650355983096,2.4879253601424858,4.165855317324595,-3.3638292437211845,0.3861707562788155,7.28795392836017,0.4473626214858921
